,favorite_count,tweet_id,retweet_count
251,17486,842535590457499648,3338
252,23569,842163532590374912,5509
253,13492,842115215311396866,2877
254,0,841833993020538882,14254
255,24898,841680585030541313,7467
256,12170,841439858740625411,3486
257,19124,841320156043304961,5256
258,15288,841314665196081154,4413
259,22084,841077006473256960,5067
260,0,840761248237133825,1674
261,0,840728873075638272,15274
262,171,840698636975636481,2
263,11871,840696689258311684,923
264,8699,840632337062862849,1674
265,15895,840370681858686976,4344
266,18602,840268004936019968,5461
267,12977,839990271299457024,2166
268,26517,839549326359670784,7405
269,0,839290600511926273,137
270,26215,839239871831150596,6221
271,19028,838952994649550848,3825
272,10784,838921590096166913,1949
273,0,838916489579200512,32
274,0,838831947270979586,10525
275,10620,838561493054533637,1269
276,21755,838476387338051585,4538
277,0,838201503651401729,9603
278,1612,838150277551247360,318
279,136,838085839343206401,1
280,17090,838083903487373313,2976
281,33012,837820167694528512,7508
282,3744,837482249356513284,424
283,12410,837471256429613056,2161
284,15573,837110210464448512,2262
285,12376,836989968035819520,2201
286,18798,836753516572119041,4444
287,12268,836677758902222849,2129
288,0,836648853927522308,530
289,0,836397794269200385,26350
290,14358,836380477523124226,2867
291,20695,836260088725786625,4138
292,18498,836001077879255040,4090
293,0,835685285446955009,7803
294,17286,835574547218894849,3460
295,0,835536468978302976,1617
296,0,835309094223372289,20082
297,16008,835297930240217089,2861
298,7499,835264098648616962,1617
299,2046,835246439529840640,68
300,25436,835172783151792128,5527
301,21732,835152434251116546,2876
302,10478,834931633769889797,1557
303,20858,834786237630337024,5311
304,13267,834574053763584002,2415
305,0,834477809192075265,10222
306,9353,834458053273591808,1606
307,19981,834209720923721728,4552
308,15400,834167344700198914,3529
309,9762,834089966724603904,2053
310,12704,834086379323871233,2120
311,13078,833863086058651648,2311
312,17637,833826103416520705,3614
313,0,833732339549220864,212
314,20325,833722901757046785,3115
315,14477,833479644947025920,1962
316,19679,833124694597443584,4664
317,12899,832998151111966721,2117
318,0,832769181346996225,38
319,16410,832757312314028032,3481
320,11554,832682457690300417,2807
321,2853,832645525019123713,513
322,15458,832636094638288896,2680
323,11663,832397543355072512,2125
324,16713,832369877331693569,3069
325,11051,832273440279240704,2245
326,0,832215909146226688,5993
327,0,832215726631055365,8982
328,61,832088576586297345,2
329,0,832040443403784192,9231
330,17391,832032802820481025,4496
331,23336,831939777352105988,5912
332,325,831926988323639298,34
333,26840,831911600680497154,6261
334,10159,831670449226514432,1745
335,6933,831650051525054464,1853
336,8746,831552930092285952,2250
337,9048,831322785565769729,1497
338,6366,831315979191906304,1078
339,11471,831309418084069378,2381
340,11594,831262627380748289,1974
341,7780,830956169170665475,1437
342,64990,830583320585068544,16139
343,0,830173239259324417,5466
344,9521,830097400375152640,2824
345,0,829878982036299777,4818
346,11951,829861396166877184,1868
347,30936,829501995190984704,10222
348,10203,829449946868879360,1937
349,23756,829141528400556032,7087
350,52023,829011960981237760,15820
351,0,828801551087042563,3306
352,24949,828770345708580865,5652
353,35603,828708714936930305,10813
354,9288,828650029636317184,1292
355,6209,828409743546925057,1119
356,7511,828408677031882754,1242
357,12294,828381636999917570,2152
358,7218,828376505180889089,1035
359,12285,828372645993398273,2830
360,2131,828361771580813312,172
361,11458,828046555563323392,2761
362,10113,828011680017821696,2089
363,19574,827933404142436356,5070
364,15139,827653905312006145,2920
365,7296,827600520311402496,906
366,15468,827324948884643840,2930
367,10327,827199976799354881,2152
368,21039,826958653328592898,4818
369,35338,826848821049180160,9803
370,0,826615380357632002,3856
371,5016,826598799820865537,241
372,9774,826598365270007810,2274
373,17976,826476773533745153,4056
374,12968,826240494070030336,2528
375,4763,826204788643753985,887
376,15286,826115272272650244,3003
377,10246,825876512159186944,1800
378,12461,825829644528148480,2425
379,55741,825535076884762624,17054
380,17873,825147591692263424,4391
381,0,825120256414846976,1210
382,6129,825026590719483904,1210
383,0,824796380199809024,5343
384,14597,824775126675836928,3393
385,10292,824663926340194305,1711
386,11560,824325613288833024,10282
387,14722,824297048279236611,3732
388,4727,824025158776213504,581
389,10412,823939628516474880,2635
390,0,823719002937630720,10821
391,13670,823699002998870016,2441
392,12736,823581115634085888,2542
393,689,823333489516937216,22
394,15399,823322678127919110,3885
395,0,823269594223824897,9605
396,16959,822975315408461824,3342
397,128678,822872901745569793,41853
398,12954,822859134160621569,2202
399,0,822647212903690241,6205
400,14496,822610361945911296,2849
401,17749,822489057087389700,6205
402,27308,822462944365645825,13816
403,34258,822244816520155136,9605
404,0,822163064745328640,4600
405,11081,821886076407029760,2238
406,0,821813639212650496,3276
407,8221,821765923262631936,1615
408,7867,821522889702862852,1704
409,0,821421320206483457,5398
410,11498,821407182352777218,4187
411,248,821153421864615936,10
412,8438,821149554670182400,1898
413,9398,821107785811234820,2068
414,12409,821044531881721856,2211
415,0,820837357901512704,6517
416,30918,820749716845686786,9603
417,11989,820690176645140481,3139
418,0,820494788566847489,548
419,0,820446719150292993,2490
420,3285,820314633777061888,548
421,19398,820078625395449857,6112
422,0,820013781606658049,1138
423,5217,819952236453363712,1138
424,12674,819924195358416896,4746
425,13117,819711362133872643,3027
426,9471,819588359383371776,1943
427,7089,819347104292290561,1173
428,2212,819238181065359361,398
429,22601,819227688460238848,6517
430,0,819015337530290176,36056
431,0,819015331746349057,18556
432,44525,819006400881917954,18556
433,85456,819004803107983360,36056
434,0,818646164899774465,20361
435,21991,818627210458333184,7354
436,9646,818614493328580609,2463
437,0,818588835076603904,5956
438,10648,818536468981415936,2384
439,0,818307523543449600,7839
440,10797,818259473185828864,2193
441,12044,818145370475810820,2482
442,4764,817908911860748288,775
443,50543,817827839487737858,26350
444,10551,817777686764523521,2610
445,11549,817536400337801217,2870
446,0,817502432452313088,3299
447,33120,817423860136083457,14254
448,5494,817415592588222464,924
449,0,817181837579653120,8218
450,8605,817171292965273600,1972
451,11980,817120970343411712,2525
452,8438,817056546584727552,1597
453,0,816829038950027264,4593
454,9815,816816676327063552,1977
455,9599,816697700272001025,2136
456,29809,816450570814898180,7839
457,8446,816336735214911488,1896
458,8774,816091915477250048,2080
459,0,816062466425819140,987
460,0,816014286006976512,5120
461,4851,815990720817401858,987
462,21968,815966073409433600,8218
463,0,815745968457060357,4028
464,9673,815736392542261248,2212
465,8078,815639385530101762,1607
466,10158,815390420867969024,3718
467,7527,814986499976527872,1244
468,11085,814638523311648768,2637
469,0,814578408554463233,5691
470,8489,814530161257443328,1822
471,28238,814153002265309185,8459
472,0,813944609378369540,3112
473,9165,813910438903693312,1815
474,35859,813812741911748608,13640
475,8190,813800681631023104,1712
476,18320,813217897535406080,7133
477,9088,813202720496779264,1776
478,19526,813187593374461952,4240
479,9120,813172488309972993,1889
480,7636,813157409116065792,2149
481,8358,813142292504645637,2336
482,4421,813130366689148928,434
483,11606,813127251579564032,3040
484,10127,813112105746448384,2670
485,10403,813096984823349248,3541
486,9749,813081950185472002,2725
487,7800,813066809284972545,1905
488,20601,813051746834595840,7188
489,7420,812781120811126785,1860
490,6509,812709060537683968,1409
491,5960,812503143955202048,1191
492,7841,812466873996607488,1883
493,13433,812372279581671427,3583
494,7147,811985624773361665,1370
495,7415,811744202451197953,1552
496,5522,811647686436880384,721
497,12532,811627233043480576,2994
498,20588,811386762094317568,6242
499,5228,810984652412424192,1393
500,8860,810896069567610880,1722
501,10792,810657578271330305,2571
502,34627,810284430598270976,10986
503,14482,810254108431155201,3306
504,15321,809920764300447744,3856
505,0,809808892968534016,4795
506,6844,809448704142938112,1430
507,19597,809220051211603969,5466
508,13020,809084759137812480,3454
509,9974,808838249661788160,2978
510,7778,808733504066486276,2114
511,11128,808501579447930884,2552
512,41803,808344865868283904,20361
513,0,808134635716833280,5783
514,8675,808106460588765185,2159
515,12326,808001312164028416,3464
516,14376,807621403335917568,3537
517,116194,807106840509214720,54119
518,0,807059379405148160,7172
519,12924,807010152071229440,3787
520,73397,806629075125202948,33871
521,0,806620845233815552,5413
522,4818,806576416489959424,1918
523,10064,806542213899489280,2309
524,0,806242860592926720,11378
525,6364,806219024703037440,1172
526,0,805958939288408065,5254
527,8175,805932879469572096,1885
528,6472,805826884734976000,1781
529,0,805823200554876929,7832
530,5669,805520635690676224,1623
531,8679,805487436403003392,2477
532,7725,805207613751304193,1687
533,13483,804738756058218496,3744
534,6052,804475857670639616,1972
535,0,804413760345620481,3165
536,43749,804026241225523202,15777
537,9912,803773340896923648,2687
538,0,803692223237865472,7294
539,10790,803638050916102144,4066
540,7648,803380650405482500,1842
541,0,803321560782307329,5197
542,9892,803276597545603072,2406
543,8900,802952499103731712,1956
544,0,802624713319034886,2848
545,7008,802600418706604034,1425
546,8825,802572683846291456,2463
547,15943,802323869084381190,5725
548,6837,802265048156610565,1347
549,8961,802239329049477120,2573
550,0,802185808107208704,269
551,7652,801958328846974976,1681
552,1770,801854953262350336,234
553,8117,801538201127157760,2030
554,5951,801285448605831168,804
555,24079,801167903437357056,5783
556,0,801127390143516673,3878
557,7963,801115127852503040,2065
558,677,800859414831898624,96
559,0,800855607700029440,1575
560,10438,800751577355128832,2744
561,12963,800513324630806528,2942
562,9374,800459316964663297,2135
563,0,800443802682937345,4220
564,11008,800388270626521089,2757
565,0,800188575492947969,3853
566,15055,800141422401830912,2490
567,27927,800018252395122689,12869
568,0,799774291445383169,4574
569,8275,799757965289017345,2114
570,7949,799422933579902976,1889
571,0,799308762079035393,5352
572,9730,799297110730567681,2693
573,7981,799063482566066176,2430
574,12896,798933969379225600,4369
575,7415,798925684722855936,1415
576,0,798705661114773508,6512
577,0,798701998996647937,7611
578,0,798697898615730177,6398
579,0,798694562394996736,4859
580,0,798686750113755136,2281
581,0,798682547630837760,4657
582,0,798673117451325440,5462
583,0,798665375516884993,3841
584,0,798644042770751489,1811
585,0,798628517273620480,1940
586,0,798585098161549313,5557
587,0,798576900688019456,5729
588,0,798340744599797760,3264
589,10270,798209839306514432,2502
590,11421,797971864723324932,3043
591,14355,797545162159308800,4790
592,19649,797236660651966464,6430
593,223,797165961484890113,26
594,0,796904159865868288,8745
595,7572,796865951799083009,1886
596,11624,796759840936919040,2974
597,0,796563435802726400,7080
598,7460,796484825502875648,1721
599,10847,796387464403357696,4064
600,0,796177847564038144,13993
601,31787,796149749086875649,13993
602,4900,796125600683540480,1760
603,8957,796116448414461957,2353
604,8342,796080075804475393,2257
605,10644,796031486298386433,3650
606,48766,795464331001561088,23078
607,9878,795400264262053889,2799
608,15965,795076730285391872,5343
609,0,794983741416415232,3303
610,10077,794926597468000259,2270
611,0,794355576146903043,10077
612,9468,794332329137291264,2629
613,9108,794205286408003585,3257
614,16588,793962221541933056,4795
615,9094,793845145112371200,1818
616,0,793614319594401792,3072
617,7878,793601777308463104,1583
618,10517,793500921481273345,2332
619,24232,793286476301799424,8982
620,8573,793271401113350145,2349
621,19693,793256262322548741,8189
622,10356,793241302385262592,3232
623,9667,793226087023144960,2826
624,8800,793210959003287553,2746
625,15047,793195938047070209,5511
626,6837,793180763617361921,1961
627,9255,793165685325201412,2728
628,6098,793150605191548928,1667
629,6305,793135492858580992,2454
630,12474,793120401413079041,3833
631,14098,792913359805018113,3893
632,11130,792883833364439040,4175
633,7254,792773781206999040,1643
634,13211,792394556390137856,4223
635,7033,792050063153438720,1752
636,0,791821351946420224,20673
637,0,791784077045166082,9356
638,0,791780927877898241,3745
639,44405,791774931465953280,21716
640,11580,791672322847637504,3072
641,12952,791406955684368384,4028
642,8628,791312159183634433,2481
643,0,791026214425268224,4012
644,9671,790987426131050500,2089
645,16422,790946055508652032,4593
646,0,790723298204217344,2258
647,8080,790698755171364864,1883
648,20342,790581949425475584,6961
649,7717,790337589677002753,1851
650,12369,790277117346975746,3112
651,0,790227638568808452,3483
652,9117,789986466051088384,2258
653,0,789960241177853952,4015
654,10186,789903600034189313,4054
655,7368,789628658055020548,1729
656,6642,789599242079838210,1881
657,11540,789530877013393408,3303
658,8507,789314372632018944,2247
659,0,789280767834746880,4817
660,8974,789268448748703744,2558
661,9554,789137962068021249,2725
662,27013,788908386943430656,12225
663,26898,788765914992902144,10077
664,0,788552643979468800,6995
665,15296,788412144018661376,5153
666,7124,788178268662984705,2051
667,6020,788150585577050112,1252
668,0,788070120937619456,3361
669,6031,788039637453406209,1282
670,8488,787810552592695296,2984
671,10102,787717603741622272,2715
672,10721,787397959788929025,2789
673,7671,787322443945877504,1702
674,0,787111942498508800,6605
675,26207,786963064373534720,7803
676,0,786729988674449408,2380
677,17970,786709082849828864,5993
678,10414,786664955043049472,2479
679,9312,786595970293370880,3063
680,10711,786363235746385920,3397
681,7843,786286427768250368,2769
682,14994,786233965241827333,4600
683,1400,786051337297522688,153
684,0,786036967502913536,6826
685,11209,785927819176054784,3119
686,6598,785872687017132033,1760
687,7738,785639753186217984,2191
688,8940,785533386513321988,1946
689,6017,785515384317313025,1228
690,7149,785264754247995392,1590
691,11832,785170936622350336,4716
692,9930,784826020293709826,3165
693,8828,784517518371221505,2468
694,5634,784431430411685888,1241
695,19688,784183165795655680,7832
696,29212,784057939640352768,10821
697,29445,783839966405230592,10525
698,7244,783821107061198850,1914
699,10277,783695101801398276,3136
700,8293,783466772167098368,2177
701,16588,783391753726550016,5329
702,0,783347506784731136,5398
703,28577,783334639985389568,11378
704,8022,783085703974514689,2139
705,23705,782969140009107456,7172
706,7338,782747134529531904,1379
707,16948,782722598790725632,5254
708,7668,782598640137187329,1831
709,16338,782305867769217024,5398
710,0,782021823840026624,6040
711,10944,781955203444699136,3284
712,10252,781661882474196992,2648
713,3923,781655249211752448,1105
714,20366,781524693396357120,5413
715,7009,781308096455073793,2491
716,8250,781251288990355457,2022
717,9620,781163403222056960,2688
718,21208,780931614150983680,7080
719,7066,780858289093574656,1959
720,5377,780800785462489090,1261
721,11867,780601303617732608,3276
722,6172,780543529827336192,1701
723,0,780496263422808064,3571
724,0,780476555013349377,109
725,5190,780459368902959104,1045
726,8531,780192070812196864,2183
727,0,780092040432480260,2235
728,11885,780074436359819264,4813
729,18491,779834332596887552,6826
730,8590,779377524342161408,3019
731,0,779124354206535695,17775
732,14444,779056095788752897,4392
733,19526,778990705243029504,6981
734,0,778774459159379968,9599
735,846,778764940568104960,353
736,6731,778748913645780993,1268
737,5628,778650543019483137,1456
738,4513,778624900596654080,983
739,13338,778408200802557953,4186
740,0,778396591732486144,11861
741,5697,778383385161035776,1066
742,10148,778286810187399168,3205
743,8309,778039087836069888,2567
744,6412,778027034220126208,1560
745,0,777953400541634568,3420
746,6224,777885040357281792,1582
747,10987,777684233540206592,2848
748,0,777641927919427584,4103
749,8537,777621514455814149,2441
750,13925,777189768882946048,4190
751,0,776819012571455488,13292
752,4777,776813020089548800,1171
753,8607,776477788987613185,2684
754,0,776249906839351296,8842
755,29184,776218204058357768,15364
756,9360,776201521193218049,2447
757,11499,776113305656188928,4220
758,1792,776088319444877312,147
759,0,775898661951791106,16271
760,11433,775842724423557120,2579
761,13575,775733305207554048,3878
762,12707,775729183532220416,4473
763,7216,775364825476165632,2865
764,9916,775350846108426240,3797
765,15187,775085132600442880,4574
766,8416,774757898236878852,1733
767,6583,774639387460112384,1679
768,21276,774314403806253056,5352
769,10490,773985732834758656,3743
770,6252,773922284943896577,1697
771,6447,773704687002451968,1569
772,5223,773670353721753600,1275
773,21595,773547596996571136,5956
774,0,773336787167145985,4889
775,22761,773308824254029826,7247
776,9243,773247561583001600,3160
777,9770,773191612633579521,4009
778,8346,772877495989305348,3753
779,7843,772826264096874500,2288
780,0,772615324260794368,3281
781,6333,772581559778025472,1655
782,5869,772193107915964416,1340
783,3720,772152991789019136,1102
784,3675,772117678702071809,716
785,2669,772114945936949249,457
786,3913,772102971039580160,906
787,6401,771908950375665664,1824
788,11703,771770456517009408,3264
789,8073,771500966810099713,2532
790,10248,771380798096281600,4889
791,0,771171053431250945,7206
792,8932,771136648247640064,2836
793,6076,771102124360998913,1393
794,6727,771014301343748096,1604
795,4813,770787852854652928,1166
796,5059,770772759874076672,1376
797,7177,770655142660169732,1729
798,6176,770414278348247044,2029
799,6065,770293558247038976,1420
800,0,770093767776997377,2947
801,7403,770069151037685760,2224
802,30477,769940425801170949,9231
803,6265,769695466921623552,1633
804,0,769335591808995329,7491
805,5257,769212283578875904,1660
806,13938,768970937022709760,6283
807,0,768909767477751808,2590
808,4080,768855141948723200,860
809,4003,768609597686943744,1158
810,4911,768596291618299904,1239
811,0,768554158521745409,5647
812,13269,768473857036525572,3301
813,10603,768193404517830656,3420
814,4636,767884188863397888,1329
815,15589,767754930266464257,5197
816,7314,767500508068192258,2268
817,11977,767191397493538821,3634
818,9918,767122157629476866,2764
819,0,766864461642756096,5427
820,4913,766793450729734144,1318
821,2537,766714921925144576,362
822,3911,766693177336135680,772
823,5854,766423258543644672,1528
824,6615,766313316352462849,1819
825,0,766078092750233600,2538
826,4115,766069199026450432,820
827,3658,766008592277377025,482
828,7056,765719909049503744,2094
829,5053,765669560888528897,1195
830,26028,765395769549590528,3280
831,6885,765371061932261376,2098
832,11347,765222098633691136,3281
833,6294,764857477905154048,1722
834,5854,764259802650378240,1454
835,747,763956972077010945,52
836,12222,763837565564780549,4012
837,5229,763183847194451968,1424
838,0,763167063695355904,2908
839,7181,763103485927849985,2233
840,11792,762699858130116608,3483
841,10930,762471784394268675,6190
842,10022,762464539388485633,4015
843,4666,762316489655476224,1080
844,30952,762035686371364864,14976
845,5260,761976711479193600,1929
846,0,761750502866649088,3770
847,4163,761745352076779520,833
848,48035,761672994376806400,28054
849,4012,761599872357261312,1153
850,0,761371037149827077,17446
851,5045,761334018830917632,1407
852,4367,761292947749015552,1052
853,5194,761227390836215808,1515
854,11042,761004547850530816,3361
855,3713,760893934457552897,934
856,6406,760656994973933572,1842
857,4843,760641137271070720,1249
858,7363,760539183865880579,3498
859,4093,760521673607086080,1347
860,26044,760290219849637889,11074
861,3839,760252756032651264,842
862,5541,760190180481531904,1735
863,0,760153949710192640,30
864,5774,759943073749200896,2007
865,14263,759923798737051648,5427
866,6549,759846353224826880,1900
867,5787,759793422261743616,1843
868,4553,759557299618865152,1151
869,8258,759447681597108224,2380
870,1624,759446261539934208,469
871,5911,759197388317847553,1881
872,0,759159934323924993,1116
873,14102,759099523532779520,4003
874,6288,759047813560868866,1931
875,3449,758854675097526272,873
876,10894,758828659922702336,3714
877,5579,758740312047005698,1566
878,3687,758474966123810816,959
879,4659,758467244762497024,2135
880,5054,758405701903519748,1841
881,3282,758355060040593408,1022
882,18466,758099635764359168,9599
883,2624,758041019896193024,358
884,6673,757741869644341248,3151
885,0,757729163776290825,7618
886,4411,757725642876129280,1169
887,4440,757611664640446465,1057
888,0,757597904299253760,289
889,4216,757596066325864448,1019
890,14690,757400162377592832,6590
891,5644,757393109802180609,1671
892,4380,757354760399941633,1364
893,6097,756998049151549440,1913
894,6440,756939218950160384,1928
895,4899,756651752796094464,1247
896,10103,756526248105566208,3458
897,3825,756303284449767430,1069
898,42747,756288534030475264,17079
899,6198,756275833623502848,1475
900,7091,755955933503782912,2761
901,15948,755206590534418437,5147
902,20550,755110668769038337,10686
903,0,754874841593970688,7608
904,6684,754856583969079297,2415
905,2510,754747087846248448,499
906,5129,754482103782404096,1881
907,3634,754449512966619136,706
908,7650,754120377874386944,2266
909,5660,753655901052166144,2092
910,7629,753420520834629632,3418
911,5559,753398408988139520,1827
912,7403,753375668877008896,2235
913,0,753298634498793472,5467
914,3256,753294487569522689,1001
915,35937,753039830821511168,20082
916,3801,753026973505581056,920
917,12217,752932432744185856,6605
918,6729,752917284578922496,1512
919,0,752701944171524096,2757
920,5828,752682090207055872,1534
921,4240,752660715232722944,1499
922,5315,752568224206688256,2189
923,7144,752519690950500352,3316
924,3706,752334515931054080,1058
925,0,752309394570878976,15587
926,5773,752173152931807232,1759
927,2971,751950017322246144,876
928,5027,751937170840121344,1261
929,5639,751830394383790080,1874
930,5622,751793661361422336,2786
931,7701,751598357617971201,2934
932,4256,751583847268179968,1055
933,4885,751538714308972544,1206
934,3113,751456908746354688,964
935,12146,751251247299190784,5638
936,6122,751205363882532864,1743
937,4904,751132876104687617,1253
938,4623,750868782890057730,1311
939,12740,750719632563142656,4817
940,4306,750506206503038976,1103
941,12764,750429297815552001,4103
942,4408,750383411068534784,1097
943,674,750381685133418496,27
944,3008,750147208377409536,924
945,3499,750132105863102464,1238
