,favorite_count,tweet_id,retweet_count
946,4206,750117059602808832,1258
947,2945,750101899009982464,811
948,2105,750086836815486976,514
949,7568,750071704093859840,3186
950,3062,750056684286914561,865
951,3066,750041628174217216,585
952,2629,750026558547456000,757
953,3124,750011400160841729,867
954,2957,749996283729883136,786
955,4942,749981277374128128,2374
956,4522,749774190421639168,1272
957,5911,749417653287129088,1578
958,2527,749403093750648834,508
959,8282,749395845976588288,3294
960,5309,749317047558017024,2152
961,5565,749075273010798592,1985
962,4656,749064354620928000,1470
963,2997,749036806121881602,763
964,10427,748977405889503236,3265
965,5604,748932637671223296,2161
966,2689,748705597323898880,918
967,4594,748699167502000129,1523
968,4111,748692773788876800,1286
969,5862,748575535303884801,1910
970,2133,748568946752774144,647
971,5052,748346686624440324,1186
972,7353,748337862848962560,3937
973,3568,748324050481647620,724
974,3578,748307329658011649,685
975,13651,748220828303695873,7444
976,5581,747963614829678593,2052
977,6398,747933425676525569,2450
978,2831,747885874273214464,929
979,2725,747844099428986880,716
980,4683,747816857231626240,1115
981,1324,747651430853525504,147
982,12447,747648653817413632,5583
983,2256,747600769478692864,540
984,3554,747594051852075008,1002
985,5335,747512671126323200,1544
986,3746,747461612269887489,1003
987,5238,747439450712596480,1836
988,0,747242308580548608,2779
989,5081,747219827526344708,1499
990,3243,747204161125646336,870
991,9210,747103485104099331,3794
992,2802,746906459439529985,284
993,5791,746872823977771008,2045
994,5135,746818907684614144,1671
995,4702,746790600704425984,1530
996,9230,746757706116112384,3745
997,5845,746726898085036033,1720
998,4867,746542875601690625,1819
999,0,746521445350707200,941
1000,4496,746507379341139972,1041
1001,5991,746369468511756288,1563
1002,6647,746131877086527488,2099
1003,3457,746056683365994496,780
1004,3860,745789745784041472,1017
1005,6759,745712589599014916,2224
1006,6817,745433870967832576,2438
1007,8262,745422732645535745,2317
1008,6893,745314880350101504,2627
1009,7558,745074613265149952,3336
1010,6990,745057283344719872,2151
1011,2862,744995568523612160,588
1012,7600,744971049620602880,2566
1013,5402,744709971296780288,1496
1014,6523,744334592493166593,2010
1015,150452,744234799360020481,74237
1016,1598,744223424764059648,346
1017,4028,743980027717509120,1049
1018,3528,743895849529389061,926
1019,0,743835915802583040,1978
1020,4313,743609206067040256,1333
1021,17659,743595368194129920,6237
1022,3410,743545585370791937,903
1023,7645,743510151680958465,3565
1024,4089,743253157753532416,1172
1025,5977,743222593470234624,1831
1026,3704,743210557239623680,1309
1027,6802,742534281772302336,3420
1028,4259,742528092657332225,1872
1029,6996,742465774154047488,3753
1030,9467,742423170473463808,3571
1031,6554,742385895052087300,1874
1032,4144,742161199639494656,1303
1033,4917,742150209887731712,1475
1034,4384,741793263812808706,1438
1035,7860,741743634094141440,2617
1036,3558,741438259667034112,781
1037,8453,741303864243200000,3064
1038,9612,741099773336379392,5273
1039,9191,741067306818797568,2947
1040,6106,740995100998766593,2591
1041,3268,740711788199743490,900
1042,2745,740699697422163968,745
1043,17460,740676976021798912,6512
1044,33715,740373189193256964,12715
1045,2364,740365076218183684,409
1046,3164,740359016048689152,823
1047,6439,740214038584557568,1872
1048,19212,739979191639244800,5647
1049,3907,739932936087216128,1031
1050,3660,739844404073074688,819
1051,3625,739623569819336705,1298
1052,5202,739606147276148736,1580
1053,37921,739544079319588864,20205
1054,6865,739485634323156992,2784
1055,111280,739238157791694849,55321
1056,101,738891149612572673,6
1057,3633,738885046782832640,1094
1058,3173,738883359779196928,756
1059,4891,738537504001953792,1466
1060,3136,738402415918125056,785
1061,4152,738184450748633089,1159
1062,8414,738166403467907072,3183
1063,2408,738156290900254721,614
1064,5052,737826014890496000,1690
1065,9613,737800304142471168,3308
1066,4836,737678689543020544,1255
1067,9834,737445876994609152,4238
1068,3461,737322739594330112,773
1069,14068,737310737551491075,7067
1070,4071,736736130620620800,1635
1071,16993,736392552031657984,6995
1072,3823,736365877722001409,1181
1073,7780,736225175608430592,2658
1074,7567,736010884653420544,2823
1075,3442,735991953473572864,1091
1076,3887,735648611367784448,1051
1077,5926,735635087207878657,2245
1078,12516,735274964362878976,4777
1079,3200,735256018284875776,840
1080,3006,735137028879360001,927
1081,2644,734912297295085568,507
1082,12028,734787690684657664,5994
1083,2407,734776360183431168,509
1084,1432,734559631394082816,376
1085,3437,733828123016450049,746
1086,3527,733822306246479872,975
1087,2995,733482008106668032,902
1088,4017,733460102733135873,1205
1089,51267,733109485275860992,16271
1090,2330,732732193018155009,509
1091,3420,732726085725589504,849
1092,3506,732585889486888962,745
1093,7756,732375214819057664,2386
1094,14252,732005617171337216,5120
1095,3359,731285275100512256,953
1096,3683,731156023742988288,1207
1097,5896,730924654643314689,1882
1098,4676,730573383004487680,2025
1099,3345,730427201120833536,987
1100,3655,730211855403241472,1009
1101,4637,730196704625098752,1789
1102,3863,729854734790754305,1066
1103,1658,729838605770891264,359
1104,3815,729823566028484608,1181
1105,5542,729463711119904772,2204
1106,1802,729113531270991872,303
1107,3016,728986383096946689,777
1108,4476,728760639972315136,1624
1109,2653,728751179681943552,646
1110,3180,728653952833728512,993
1111,4699,728409960103686147,1900
1112,3560,728387165835677696,914
1113,4115,728046963732717569,1145
1114,4362,728035342121635841,1587
1115,3959,728015554473250816,1044
1116,2847,727685679342333952,606
1117,5618,727644517743104000,1663
1118,4283,727524757080539137,1155
1119,3195,727314416056803329,708
1120,2933,727286334147182592,782
1121,3755,727175381690781696,1326
1122,3474,727155742655025152,1262
1123,6581,726935089318363137,2315
1124,3682,726887082820554753,1440
1125,3426,726828223124897792,957
1126,4242,726224900189511680,1092
1127,6801,725842289046749185,2538
1128,4000,725786712245440512,1305
1129,4988,725729321944506368,1687
1130,1358,725458796924002305,582
1131,3581,724983749226668032,1233
1132,2240,724771698126512129,601
1133,5071,724405726123311104,1585
1134,4156,724049859469295616,1694
1135,2550,724046343203856385,530
1136,4010,724004602748780546,1463
1137,3736,723912936180330496,1172
1138,7334,723688335806480385,2778
1139,2907,723673163800948736,844
1140,5072,723179728551723008,1771
1141,3927,722974582966214656,1489
1142,4778,722613351520608256,1555
1143,4413,721503162398597120,1733
1144,2425,721001180231503872,584
1145,2964,720785406564900865,729
1146,2352,720775346191278080,626
1147,3961,720415127506415616,1427
1148,6102,720389942216527872,2378
1149,2745,720340705894408192,926
1150,3699,720059472081784833,1068
1151,4727,720043174954147842,1913
1152,4639,719991154352222208,1656
1153,4348,719704490224398336,1356
1154,4841,719551379208073216,1804
1155,2681,719367763014393856,711
1156,4270,719339463458033665,1175
1157,3294,719332531645071360,901
1158,3331,718971898235854848,1029
1159,5033,718939241951195136,1664
1160,18075,718631497683582976,7611
1161,2337,718613305783398402,455
1162,2336,718540630683709445,964
1163,2583,718460005985447936,499
1164,4649,718454725339934721,1436
1165,1833,718246886998687744,470
1166,3709,718234618122661888,943
1167,2347,717841801130979328,566
1168,2742,717790033953034240,1045
1169,5556,717537687239008257,1755
1170,1550,717428917016076293,427
1171,3021,717421804990701568,797
1172,6026,717047459982213120,1828
1173,3104,717009362452090881,914
1174,4113,716802964044845056,1110
1175,7891,716791146589110272,1507
1176,1184,716730379797970944,410
1177,12512,716447146686459905,5571
1178,2288,716439118184652801,200
1179,2664,716285507865542656,1003
1180,6504,716080869887381504,1816
1181,3062,715928423106027520,840
1182,3557,715758151270801409,1361
1183,4484,715733265223708672,1610
1184,2660,715704790270025728,546
1185,3750,715696743237730304,1229
1186,4110,715680795826982913,1522
1187,5245,715360349751484417,1490
1188,2925,715342466308784130,654
1189,2323,715220193576927233,616
1190,4941,715200624753819648,1772
1191,3983,715009755312439296,1164
1192,3569,714982300363173890,987
1193,7038,714962719905021952,4038
1194,3982,714957620017307648,1345
1195,3138,714631576617938945,944
1196,3492,714606013974974464,879
1197,2549,714485234495041536,1074
1198,2913,714258258790387713,696
1199,3139,714251586676113411,795
1200,2189,714214115368108032,831
1201,4144,714141408463036416,1335
1202,3155,713919462244790272,755
1203,1818,713909862279876608,517
1204,2725,713900603437621249,697
1205,4659,713761197720473600,1302
1206,4256,713411074226274305,1242
1207,6925,713177543487135744,2733
1208,4264,713175907180089344,1402
1209,18263,712809025985978368,6398
1210,11809,712717840512598017,4725
1211,3997,712668654853337088,1153
1212,5099,712438159032893441,1494
1213,228,712309440758808576,25
1214,3617,712097430750289920,984
1215,2825,712092745624633345,850
1216,3137,712085617388212225,465
1217,2164,712065007010385924,593
1218,0,711998809858043904,123
1219,7717,711968124745228288,2200
1220,2724,711743778164514816,948
1221,8437,711732680602345472,3881
1222,31480,711694788429553666,17446
1223,3702,711652651650457602,864
1224,3480,711363825979756544,1080
1225,3167,711306686208872448,707
1226,2874,711008018775851008,582
1227,4393,710997087345876993,1323
1228,2444,710844581445812225,649
1229,2574,710833117892898816,504
1230,2224,710658690886586372,535
1231,4606,710609963652087808,2275
1232,4354,710588934686908417,1773
1233,2284,710296729921429505,702
1234,2073,710283270106132480,496
1235,4341,710272297844797440,1193
1236,2297,710269109699739648,1067
1237,2800,710153181850935296,853
1238,2640,710140971284037632,845
1239,5233,710117014656950272,1883
1240,3358,709918798883774466,1035
1241,640,709901256215666688,98
1242,3364,709852847387627521,1145
1243,3404,709566166965075968,1143
1244,3148,709556954897764353,1020
1245,1438,709519240576036864,227
1246,2121,709449600415961088,542
1247,2536,709409458133323776,649
1248,2308,709225125749587968,544
1249,11975,709207347839836162,5483
1250,2358,709198395643068416,610
1251,1933,709179584944730112,642
1252,1953,709158332880297985,393
1253,4537,709042156699303936,1556
1254,1735,708853462201716736,631
1255,2860,708845821941387268,855
1256,1619,708834316713893888,477
1257,15824,708810915978854401,6574
1258,2654,708738143638450176,779
1259,2434,708711088997666817,683
1260,2441,708479650088034305,645
1261,2981,708469915515297792,780
1262,15271,708400866336894977,9561
1263,3439,708356463048204288,1257
1264,2262,708349470027751425,704
1265,4133,708149363256774660,1483
1266,3249,708130923141795840,819
1267,2581,708119489313951744,936
1268,1879,708109389455101952,532
1269,4226,708026248782585858,1837
1270,3000,707995814724026368,1078
1271,49,707983188426153984,2
1272,2581,707969809498152960,914
1273,3152,707776935007539200,913
1274,2400,707741517457260545,584
1275,3916,707738799544082433,2340
1276,3260,707693576495472641,953
1277,2468,707629649552134146,827
1278,16291,707610948723478529,6040
1279,2163,707420581654872064,663
1280,2211,707411934438625280,569
1281,3355,707387676719185920,1214
1282,3134,707377100785885184,1034
1283,2378,707315916783140866,606
1284,2680,707297311098011648,745
1285,2493,707059547140169728,644
1286,2103,707038192327901184,753
1287,3923,707021089608753152,1290
1288,2225,707014260413456384,571
1289,14001,706904523814649856,7491
1290,1965,706901761596989440,556
1291,3172,706681918348251136,932
1292,2467,706644897839910912,1042
1293,2074,706593038911545345,605
1294,3348,706538006853918722,1368
1295,3003,706516534877929472,982
1296,3321,706346369204748288,884
1297,20401,706310011488698368,7519
1298,1642,706291001778950144,455
1299,2636,706265994973601792,889
1300,3752,706169069255446529,2112
1301,4951,706166467411222528,1523
1302,1423,706153300320784384,367
1303,2980,705975130514706432,695
1304,3058,705970349788291072,853
1305,2286,705898680587526145,527
1306,1857,705786532653883392,493
1307,3050,705591895322394625,1100
1308,2848,705475953783398401,873
1309,4228,705442520700944385,1533
1310,3659,705428427625635840,1593
1311,2884,705239209544720384,722
1312,2488,705223444686888960,761
1313,2060,705102439679201280,492
1314,2103,705066031337840642,585
1315,4112,704871453724954624,1069
1316,2159,704859558691414016,507
1317,4878,704847917308362754,1447
1318,2540,704819833553219584,935
1319,6376,704761120771465216,2779
1320,2792,704499785726889984,961
1321,718,704491224099647488,75
1322,3265,704480331685040129,1026
1323,7668,704364645503647744,3391
1324,1516,704347321748819968,334
1325,1446,704134088924532736,435
1326,1784,704113298707505153,548
1327,2810,704054845121142784,878
1328,1775,703774238772166656,437
1329,3131,703769065844768768,1090
1330,2474,703631701117943808,639
1331,3694,703611486317502464,1459
1332,3650,703425003149250560,1297
1333,2346,703407252292673536,663
1334,3369,703382836347330562,1091
1335,1840,703356393781329922,369
1336,1904,703268521220972544,519
1337,7099,703079050210877440,2947
1338,25293,703041949650034688,11861
1339,2481,702932127499816960,686
1340,1542,702899151802126337,430
1341,3108,702684942141153280,1018
1342,2105,702671118226825216,536
1343,11769,702598099714314240,3286
1344,2775,702539513671897089,916
1345,3051,702332542343577600,1476
1346,3154,702321140488925184,1004
1347,2366,702276748847800320,734
1348,4600,702217446468493312,1285
1349,3314,701981390485725185,940
1350,3695,701952816642965504,979
1351,3403,701889187134500865,1327
1352,3285,701805642395348998,1595
1353,2019,701601587219795968,434
1354,2713,701570477911896070,886
1355,2568,701545186879471618,583
1356,11738,701214700881756160,4859
1357,2136,700890391244103680,539
1358,2500,700864154249383937,598
1359,2365,700847567345688576,476
1360,2346,700796979434098688,894
1361,21904,700747788515020802,8842
1362,2512,700518061187723268,761
1363,2201,700505138482569216,547
1364,3967,700462010979500032,1698
1365,2540,700167517596164096,698
1366,2163,700151421916807169,643
1367,7219,700143752053182464,2590
1368,2538,700062718104104960,652
1369,1999,700029284593901568,555
1370,3182,700002074055016451,1275
1371,2922,699801817392291840,908
1372,2152,699788877217865730,489
1373,2627,699779630832685056,1182
1374,1885,699775878809702401,578
1375,9884,699691744225525762,4386
1376,5723,699446877801091073,2501
1377,2097,699434518667751424,493
1378,1308,699423671849451520,307
1379,2008,699413908797464576,596
1380,1826,699370870310113280,417
1381,3035,699323444782047232,829
1382,2168,699088579889332224,595
1383,2357,699079609774645248,618
1384,2848,699072405256409088,1137
1385,3594,699060279947165696,1719
1386,2511,699036661657767936,1152
1387,3214,698989035503689728,928
1388,2579,698953797952008193,872
1389,2437,698907974262222848,592
1390,2379,698710712454139905,650
1391,1396,698703483621523456,356
1392,1251,698635131305795584,328
1393,2232,698549713696649216,596
1394,1781,698355670425473025,427
1395,2175,698342080612007937,921
1396,4587,698262614669991936,1906
1397,16106,698195409219559425,5691
1398,2713,698178924120031232,708
1399,1464,697995514407682048,323
1400,3159,697990423684476929,1228
1401,2304,697943111201378304,646
1402,2897,697881462549430272,1109
1403,1679,697630435728322560,522
1404,3024,697616773278015490,965
1405,2890,697596423848730625,1205
1406,1962,697575480820686848,481
1407,1970,697516214579523584,1061
1408,2333,697482927769255936,637
1409,3293,697463031882764288,1341
1410,4532,697270446429966336,1799
1411,3171,697259378236399616,956
1412,2952,697255105972801536,1104
1413,2435,697242256848379904,640
1414,3048,696900204696625153,979
1415,2249,696894894812565505,648
1416,4664,696886256886657024,1711
1417,2356,696877980375769088,684
1418,1428,696754882863349760,345
1419,1991,696744641916489729,886
1420,2280,696713835009417216,618
1421,3770,696518437233913856,1645
1422,1168,696490539101908992,136
1423,2416,696488710901260288,980
1424,3087,696405997980676096,1110
1425,1855,696100768806522880,622
1426,2896,695816827381944320,1101
1427,3047,695794761660297217,737
1428,1787,695767669421768709,702
1429,4386,695629776980148225,1998
1430,4241,695446424020918272,1738
1431,8345,695409464418041856,3424
1432,3485,695314793360662529,1386
1433,2545,695095422348574720,587
1434,2727,695074328191332352,1050
1435,1541,695064344191721472,563
1436,2559,695051054296211456,762
1437,2596,694925794720792577,876
1438,2644,694905863685980160,892
1439,34414,694669722378485760,13689
1440,1447,694356675654983680,273
1441,1961,694352839993344000,582
1442,1523,694342028726001664,463
1443,1920,694329668942569472,480
1444,4001,694206574471057408,1949
1445,2829,694183373896572928,888
1446,3276,694001791655137281,976
1447,1807,693993230313091072,383
1448,1683,693942351086120961,351
1449,2585,693647888581312512,557
1450,1304,693644216740769793,118
1451,2450,693642232151285760,396
1452,2354,693629975228977152,757
1453,1472,693622659251335168,356
1454,4843,693590843962331137,1865
1455,1584,693582294167244802,236
1456,1698,693486665285931008,601
1457,3221,693280720173801472,1188
1458,2288,693267061318012928,775
1459,2121,693262851218264065,474
1460,2769,693231807727280129,711
1461,7576,693155686491000832,3059
1462,1642,693109034023534592,581
1463,1793,693095443459342336,433
1464,2586,692919143163629568,725
1465,2339,692905862751522816,834
1466,1692,692901601640583168,576
1467,2177,692894228850999298,757
1468,2767,692828166163931137,852
1469,6550,692752401762250755,3485
1470,4197,692568918515392513,1469
1471,3036,692535307825213440,1298
1472,1767,692530551048294401,393
1473,1418,692423280028966913,212
1474,9000,692417313023332352,3299
1475,2441,692187005137076224,781
1476,2065,692158366030913536,754
1477,1584,692142790915014657,371
1478,3268,692041934689402880,1205
1479,2780,692017291282812928,907
1480,3811,691820333922455552,1577
1481,7824,691793053716221953,4044
1482,2729,691756958957883396,943
1483,1880,691675652215414786,486
1484,2304,691483041324204033,535
1485,3889,691459709405118465,1081
1486,2538,691444869282295808,807
1487,18601,691416866452082688,7294
1488,2484,691321916024623104,632
1489,2859,691096613310316544,842
1490,1662,691090071332753408,320
1491,5672,690989312272396288,2738
1492,3441,690959652130045952,1189
1493,3936,690938899477221376,1860
1494,3157,690932576555528194,970
1495,3644,690735892932222976,1212
1496,2092,690728923253055490,493
1497,2237,690690673629138944,783
1498,1250,690649993829576704,262
1499,287,690607260360429569,16
1500,1869,690597161306841088,578
1501,1815,690400367696297985,429
1502,3128,690374419777196032,805
1503,2558,690360449368465409,839
1504,1442,690348396616552449,490
1505,1614,690248561355657216,393
1506,2695,690021994562220032,979
1507,2395,690015576308211712,701
1508,3530,690005060500217858,1612
1509,1357,689999384604450816,350
1510,1404,689993469801164801,428
1511,1323,689977555533848577,428
1512,2359,689905486972461056,661
1513,2926,689877686181715968,1108
1514,2095,689835978131935233,720
1515,3113,689661964914655233,893
1516,9970,689659372465688576,3665
1517,2146,689623661272240129,617
1518,11213,689599056876867584,5264
1519,1977,689557536375177216,434
1520,3268,689517482558820352,1362
1521,2165,689289219123089408,888
1522,3139,689283819090870273,1049
1523,1912,689280876073582592,674
1524,1100,689275259254616065,235
1525,2462,689255633275777024,1035
1526,2970,689154315265683456,948
1527,1949,689143371370250240,481
1528,2615,688916208532455424,822
1529,2030,688908934925697024,729
1530,2016,688898160958271489,745
1531,2163,688894073864884227,653
1532,1332,688828561667567616,350
1533,926,688804835492233216,181
1534,2134,688789766343622656,632
1535,2489,688547210804498433,665
1536,2234,688519176466644993,699
1537,8915,688385280030670848,4264
1538,2161,688211956440801280,791
1539,2055,688179443353796608,559
1540,2719,688116655151435777,740
1541,1666,688064179421470721,345
1542,5248,687841446767013888,2391
1543,2641,687826841265172480,1073
1544,2392,687818504314159109,911
1545,2292,687807801670897665,684
1546,1691,687732144991551489,635
1547,2346,687704180304273409,803
1548,1868,687664829264453632,488
1549,1828,687494652870668288,552
1550,1544,687480748861947905,229
1551,1910,687476254459715584,508
1552,1982,687460506001633280,519
1553,1825,687399393394311168,590
1554,19389,687317306314240000,8745
1555,4198,687312378585812992,1813
1556,5213,687127927494963200,2158
1557,2105,687124485711986689,484
1558,5600,687109925361856513,2346
1559,2258,687102708889812993,925
1560,2151,687096057537363968,579
1561,8312,686947101016735744,3050
1562,3378,686760001961103360,1324
1563,3345,686749460672679938,1383
1564,3975,686730991906516992,1148
1565,2715,686683045143953408,768
1566,3558,686618349602762752,1299
1567,1819,686606069955735556,523
1568,1673,686394059078897668,658
1569,3138,686386521809772549,842
1570,2131,686377065986265092,540
1571,2091,686358356425093120,631
1572,3865,686286779679375361,1602
1573,2141,686050296934563840,698
1574,1105,686035780142297088,111
1575,2960,686034024800862208,1089
1576,2385,686007916130873345,391
1577,1757,686003207160610816,592
1578,2017,685973236358713344,495
1579,1564,685943807276412928,560
1580,7193,685906723014619143,2732
1581,1962,685681090388975616,116
1582,2267,685667379192414208,539
1583,3094,685663452032069632,1392
1584,2803,685641971164143616,733
1585,31620,685547936038666240,14852
1586,2919,685532292383666176,1103
1587,9060,685325112850124800,3770
1588,2541,685321586178670592,600
1589,3161,685315239903100929,998
1590,2001,685307451701334016,418
1591,2975,685268753634967552,1140
1592,2243,685198997565345792,638
1593,3952,685169283572338688,1362
1594,2294,684969860808454144,352
1595,6547,684959798585110529,2981
1596,3075,684940049151070208,992
1597,3352,684926975086034944,444
1598,3367,684914660081053696,1389
1599,1795,684902183876321280,505
1600,2005,684880619965411328,769
1601,33651,684830982659280897,20673
1602,2619,684800227459624960,954
1603,8541,684594889858887680,3340
1604,3945,684588130326986752,1347
1605,2892,684567543613382656,1156
1606,2539,684538444857667585,906
1607,3729,684481074559381504,1123
1608,1898,684460069371654144,534
1609,7792,684241637099323392,3122
1610,1193,684225744407494656,196
1611,3684,684222868335505415,1302
1612,2068,684200372118904832,996
1613,1834,684195085588783105,486
1614,3362,684188786104872960,1106
1615,1942,684177701129875456,631
1616,2879,684147889187209216,1453
1617,1926,684122891630342144,449
1618,3953,684097758874210310,1367
1619,3667,683857920510050305,1068
1620,1870,683852578183077888,330
1621,2515,683849932751646720,909
1622,2528,683834909291606017,1071
1623,2697,683828599284170753,1009
1624,3217,683773439333797890,1285
1625,6210,683742671509258241,3162
1626,7044,683515932363329536,2757
1627,3051,683498322573824003,922
1628,2565,683481228088049664,954
1629,2329,683462770029932544,645
1630,3720,683449695444799489,1535
1631,7339,683391852557561860,2281
1632,2780,683357973142474752,875
1633,2757,683142553609318400,990
1634,3266,683111407806746624,870
1635,2091,683098815881154561,625
1636,1923,683078886620553216,543
1637,2084,683030066213818368,713
1638,35260,682962037429899265,15632
1639,1712,682808988178739200,159
1640,2385,682788441537560576,1060
1641,1456,682750546109968385,415
1642,1262,682697186228989953,346
1643,2933,682662431982772225,1029
1644,1985,682638830361513985,565
1645,3306,682429480204398592,1097
1646,7268,682406705142087680,1671
1647,2151,682393905736888321,634
1648,1602,682389078323662849,446
1649,2946,682303737705140231,931
1650,3977,682259524040966145,1132
1651,3095,682242692827447297,1089
1652,17474,682088079302213632,9356
1653,4733,682059653698686977,1596
1654,3072,682047327939461121,892
1655,6311,682032003584274432,1888
1656,2997,682003177596559360,1444
1657,2699,681981167097122816,985
1658,2371,681891461017812993,779
1659,12297,681694085539872773,3853
1660,1691,681679526984871937,418
1661,2520,681654059175129088,863
1662,1818,681610798867845120,443
1663,3398,681579835668455424,1238
1664,13688,681523177663676416,5467
1665,1578,681340665377193984,260
1666,8925,681339448655802368,3887
1667,2533,681320187870711809,704
1668,3766,681302363064414209,1728
1669,3084,681297372102656000,905
1670,3095,681281657291280384,1045
1671,1399,681261549936340994,251
1672,1425,681242418453299201,501
1673,2315,681231109724700672,464
1674,3553,681193455364796417,1403
1675,2317,680970795137544192,620
1676,4403,680959110691590145,1904
1677,3066,680940246314430465,990
1678,2009,680934982542561280,413
1679,2317,680913438424612864,589
1680,1695,680889648562991104,351
1681,3316,680836378243002368,1256
1682,2062,680805554198020098,636
1683,2285,680801747103793152,778
1684,2730,680798457301471234,984
1685,2519,680609293079592961,661
1686,3475,680583894916304897,1259
1687,4062,680497766108381184,1818
1688,1652,680494726643068929,463
1689,2442,680473011644985345,717
1690,1394,680440374763077632,474
1691,1419,680221482581123072,280
1692,2710,680206703334408192,1107
1693,2066,680191257256136705,476
1694,3722,680176173301628928,1469
1695,2233,680161097740095489,701
1696,3454,680145970311643136,1657
1697,2198,680130881361686529,893
1698,2608,680115823365742593,863
1699,3443,680100725817409536,1304
1700,12285,680085611152338944,8550
1701,2483,680070545539371008,818
1702,1893,679877062409191424,616
1703,2113,679872969355714560,636
1704,2358,679862121895714818,586
1705,2735,679854723806179328,1163
1706,2272,679844490799091713,719
1707,34612,679828447187857408,13292
1708,2976,679777920601223168,1040
1709,2007,679736210798047232,749
1710,2072,679729593985699840,787
1711,1596,679722016581222400,444
1712,4568,679530280114372609,1973
1713,2525,679527802031484928,686
1714,3225,679511351870550016,1199
1715,3030,679503373272485890,1387
1716,2004,679475951516934144,608
1717,30086,679462823135686656,17775
1718,2265,679405845277462528,1137
1719,20295,679158373988876288,7608
1720,2669,679148763231985668,971
1721,2843,679132435750195208,1098
1722,5676,679111216690831360,2448
1723,16171,679062614270468097,7618
1724,2146,679047485189439488,624
1725,2716,679001094530465792,1156
1726,2169,678991772295516161,1092
1727,1563,678969228704284672,431
1728,2454,678800283649069056,853
1729,3301,678798276842360832,1093
1730,2682,678774928607469569,856
1731,3360,678767140346941444,1283
1732,1551,678764513869611008,442
1733,6752,678755239630127104,3091
1734,3567,678740035362037760,1569
1735,5332,678708137298427904,2294
1736,2717,678675843183484930,1381
1737,1958,678643457146150913,381
1738,3816,678446151570427904,1450
1739,5198,678424312106393600,2404
1740,4001,678410210315247616,1697
1741,76368,678399652199309312,30022
1742,1516,678396796259975168,395
1743,1772,678389028614488064,397
1744,2313,678380236862578688,849
1745,1644,678341075375947776,505
1746,1232,678334497360859136,235
1747,10872,678278586130948096,5760
1748,1511,678255464182861824,347
1749,1814,678023323247357953,354
1750,12925,678021115718029313,5937
1751,3252,677961670166224897,1593
1752,1267,677918531514703872,383
1753,4579,677895101218201600,1947
1754,2894,677716515794329600,922
1755,3218,677700003327029250,1359
1756,1170,677698403548192770,303
1757,2368,677687604918272002,797
1758,3165,677673981332312066,1413
1759,1845,677662372920729601,891
1760,1769,677644091929329666,762
1761,2026,677573743309385728,655
1762,1238,677565715327688705,431
1763,2327,677557565589463040,1088
1764,6569,677547928504967168,3462
1765,1010,677530072887205888,217
1766,2882,677335745548390400,1643
1767,1277,677334615166730240,269
1768,1034,677331501395156992,221
1769,3464,677328882937298944,1422
1770,1566,677314812125323265,504
1771,1167,677301033169788928,379
1772,1870,677269281705472000,667
1773,3363,677228873407442944,1540
1774,2584,677187300187611136,857
1775,2626,676975532580409345,1005
1776,2117,676957860086095872,763
1777,1242,676949632774234114,372
1778,2044,676948236477857792,808
1779,1639,676946864479084545,344
1780,1960,676942428000112642,702
1781,12076,676936541936185344,4657
1782,2812,676916996760600576,1707
1783,2132,676897532954456065,686
1784,1980,676864501615042560,657
1785,21631,676821958043033607,14529
1786,1728,676819651066732545,622
1787,1357,676811746707918848,403
1788,4728,676776431406465024,1904
1789,2723,676617503762681856,894
1790,1028,676613908052996102,185
1791,1802,676606785097199616,407
1792,1099,676603393314578432,358
1793,4319,676593408224403456,2014
1794,873,676590572941893632,115
1795,2184,676588346097852417,733
1796,1125,676582956622721024,256
1797,2428,676575501977128964,1050
1798,1772,676533798876651520,518
1799,1444,676496375194980353,501
1800,11004,676470639084101634,4387
1801,1626,676440007570247681,619
1802,1323,676430933382295552,317
1803,1978,676263575653122048,507
1804,1142,676237365392908289,264
1805,72345,676219687039057920,29052
1806,1637,676215927814406144,537
1807,2139,676191832485810177,965
1808,1815,676146341966438401,621
1809,2045,676121918416756736,1086
1810,2674,676101918813499392,1095
1811,2816,676098748976615425,1316
1812,1235,676089483918516224,408
1813,1519,675898130735476737,530
1814,2004,675891555769696257,795
1815,2238,675888385639251968,887
1816,3935,675878199931371520,1310
1817,1541,675870721063669760,528
1818,2532,675853064436391936,1196
1819,895,675849018447167488,133
1820,2133,675845657354215424,817
1821,1435,675822767435051008,504
1822,983,675820929667219457,223
1823,9665,675798442703122432,3199
1824,1524,675781562965868544,436
1825,1107,675740360753160193,316
1826,1768,675710890956750848,762
1827,1864,675707330206547968,639
1828,613,675706639471788032,87
1829,1739,675534494439489536,382
1830,1116,675531475945709568,356
1831,979,675522403582218240,266
1832,1219,675517828909424640,434
1833,16164,675501075957489664,5462
1834,2950,675497103322386432,1205
1835,1212,675489971617296384,555
1836,1732,675483430902214656,900
1837,1420,675432746517426176,531
1838,1588,675372240448454658,487
1839,994,675362609739206656,210
1840,30558,675354435921575936,15587
1841,3695,675349384339542016,2111
1842,2595,675334060156301312,1201
1843,3322,675166823650848770,1462
1844,5853,675153376133427200,2388
1845,3489,675149409102012420,1577
1846,883,675147105808306176,215
1847,1109,675146535592706048,271
1848,2002,675145476954566656,831
1849,1220,675135153782571009,440
1850,1821,675113801096802304,728
1851,899,675111688094527488,232
1852,2625,675109292475830276,1046
1853,988,675047298674663426,296
1854,2534,675015141583413248,1097
